dt,pfr,"Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т"
2020-06-29 00:00:00,34500,237,15611,13549,15210,104,4500.0,106.5,244,230,313,265,13917,96.0,9625,14018,315,2880.0,4025.0,20100,5695.0,14474,257
2020-07-06 00:00:00,34500,235,16135,13680,15502,101,4000.0,106.5,244,230,305,257,14252,92.0,8550,14232,310,2600.0,4580.0,20250,6240.0,14956,255
2020-07-13 00:00:00,35000,233,16093,13891,15694,105,4000.0,108.0,241,230,313,257,14385,95.0,8550,14462,317,2600.0,4580.0,20250,6240.0,15346,255
2020-07-20 00:00:00,35000,236,16450,14243,15809,112,4000.0,109.0,239,235,320,257,14749,99.5,8550,14664,323,2600.0,4580.0,20250,6240.0,16007,259
2020-07-27 00:00:00,35100,245,16575,14357,16100,110,4000.0,108.0,248,245,320,267,15036,97.5,8550,14979,323,2600.0,4580.0,20250,6240.0,16443,269
2020-08-03 00:00:00,35100,255,17052,14364,16548,110,4000.0,109.0,256,252,320,273,15399,97.5,8550,15362,325,2600.0,4580.0,20250,6240.0,16775,277
2020-08-10 00:00:00,35200,264,17468,14462,16807,119,4000.0,112.5,263,257,337,278,15815,105.5,8700,15826,335,2765.0,4825.0,20250,6575.0,17173,283
2020-08-17 00:00:00,35500,266,17434,14797,17205,122,4000.0,112.5,264,259,340,293,16070,108.5,8700,16267,342,2765.0,4825.0,20250,6575.0,17596,285
2020-08-24 00:00:00,36500,261,17836,15637,17550,127,4000.0,117.0,263,253,340,305,16335,113.5,8700,16626,342,2765.0,4825.0,20250,6575.0,17907,282
2020-08-31 00:00:00,37200,265,17989,15744,17534,123,4000.0,116.0,267,260,340,308,16380,111.0,8700,16583,345,2765.0,4825.0,20250,6575.0,18075,288
2020-09-07 00:00:00,37500,275,17983,16233,17520,127,4000.0,121.5,278,270,350,310,16554,114.5,9550,16595,354,3060.0,6050.0,20550,7570.0,18417,298
2020-09-14 00:00:00,37500,280,18039,16547,17869,128,4000.0,127.5,282,276,365,314,17172,114.5,9550,16887,360,3060.0,6950.0,20550,7570.0,18961,301
2020-09-21 00:00:00,38000,273,19027,16672,18270,126,4000.0,129.5,282,273,365,314,17817,112.5,9550,17320,369,3060.0,5625.0,20550,7570.0,19405,296
2020-09-28 00:00:00,38500,272,19507,17257,18706,117,4000.0,120.5,283,273,360,305,18220,103.5,9550,17687,363,2980.0,5625.0,20550,7570.0,19591,295
2020-10-05 00:00:00,39500,265,19744,17768,18923,121,4000.0,123.5,275,266,350,305,18492,107.5,9550,17962,348,3390.0,6150.0,22350,8445.0,19934,290
2020-10-12 00:00:00,40000,260,19928,17982,19099,124,4000.0,126.0,265,260,353,302,18681,110.5,9550,18201,355,3390.0,6150.0,22350,8445.0,20070,285
2020-10-19 00:00:00,39500,260,19716,17973,19062,121,4000.0,124.0,266,260,353,301,18466,106.0,9550,18148,355,3390.0,6150.0,22350,8445.0,20070,286
2020-10-26 00:00:00,39500,264,19708,18031,18857,119,4000.0,126.0,270,262,353,301,18526,103.5,9550,18044,359,3390.0,6150.0,22350,8445.0,20063,290
2020-11-02 00:00:00,39500,265,19823,18089,18906,116,4000.0,125.0,272,264,353,303,18742,100.5,9550,18080,359,3390.0,6150.0,22350,8445.0,20215,292
2020-11-09 00:00:00,39500,269,20125,18438,19351,118,4050.0,128.0,277,266,360,308,19029,102.5,9550,18508,370,3445.0,6650.0,23100,8445.0,20562,296
2020-11-16 00:00:00,39500,281,20199,18723,19672,123,4050.0,132.0,291,280,375,325,19116,107.5,9550,18760,379,3445.0,6650.0,23100,8445.0,20650,310
2020-11-23 00:00:00,39500,303,20488,19062,20073,127,4050.0,135.0,310,300,395,335,19331,111.5,9550,19154,405,3445.0,6650.0,23100,8445.0,20966,330
2020-11-30 00:00:00,41500,322,21016,18927,20698,129,4050.0,137.0,320,315,430,340,19632,113.5,9550,19729,435,3445.0,6650.0,23100,8445.0,21348,350
2020-12-07 00:00:00,42500,330,21464,19187,21376,137,4050.0,147.0,340,320,440,380,20299,121.5,9550,20457,470,3440.0,6635.0,24600,8450.0,21786,360
2020-12-14 00:00:00,51000,372,22924,19772,22459,153,4050.0,157.0,380,365,485,390,21377,137.5,9550,21690,490,3440.0,6635.0,24600,8450.0,22629,400
2020-12-21 00:00:00,58000,415,24467,20725,23828,158,4050.0,163.0,418,405,505,455,22925,142.5,9550,23142,515,3440.0,6635.0,24600,8450.0,23676,440
2020-12-28 00:00:00,61000,442,26167,22224,26123,168,4050.0,184.0,447,433,535,475,24565,152.5,9550,25395,540,3440.0,6635.0,24600,8450.0,25382,470
2021-01-04 00:00:00,61000,450,27485,23365,27402,161,4050.0,181.0,454,440,535,475,26082,145.5,9550,26802,540,3440.0,6635.0,24600,8450.0,27156,477
2021-01-11 00:00:00,61000,455,27884,23572,28007,168,4350.0,190.0,457,443,550,480,26461,152.5,11350,27134,555,4025.0,8100.0,32375,9885.0,27967,480
2021-01-18 00:00:00,62000,440,27893,24195,28134,171,4350.0,194.0,445,428,550,480,26348,155.5,11350,27297,555,4025.0,8100.0,32375,9885.0,27545,465
2021-01-25 00:00:00,62000,410,28573,25479,28415,170,4350.0,196.0,414,403,520,455,27178,154.5,11350,27647,525,4025.0,8100.0,32375,9885.0,27983,440
2021-02-01 00:00:00,59000,380,28416,25579,28503,163,4350.0,192.0,392,380,490,417,27494,147.5,11350,27662,505,4025.0,8100.0,32375,9885.0,28246,415
2021-02-08 00:00:00,55000,366,28187,25285,28002,154,5950.0,183.0,370,363,480,397,27253,138.5,14500,27102,495,6600.0,9585.0,29875,11515.0,28177,398
2021-02-15 00:00:00,51500,375,26751,24914,26993,164,5950.0,189.0,375,370,485,415,26000,148.5,14500,25834,500,6600.0,9585.0,29875,11515.0,27643,407
2021-02-22 00:00:00,48500,387,25897,24774,25779,170,5950.0,190.0,388,380,500,440,25440,154.5,14500,24638,520,6600.0,9585.0,29875,11515.0,27158,418
2021-03-01 00:00:00,48000,415,26494,24850,25524,174,5950.0,195.0,417,410,510,445,25314,162.5,14500,24653,525,6600.0,9585.0,29875,11515.0,27240,445
2021-03-08 00:00:00,49000,425,26694,25336,26096,176,6600.0,201.0,425,422,520,460,26011,164.5,19500,25029,546,4075.0,9425.0,30875,11575.0,27254,460
2021-03-15 00:00:00,50500,405,26961,26291,26877,168,6600.0,194.0,412,407,530,460,26177,156.5,19500,25843,546,4075.0,9425.0,30875,11575.0,27738,445
2021-03-22 00:00:00,50800,390,27526,26498,27680,164,6600.0,190.5,400,390,530,434,26624,152.5,19500,26670,545,4075.0,9425.0,30875,11575.0,28137,427
2021-03-29 00:00:00,51500,382,28225,27172,28656,160,6600.0,190.5,393,380,530,438,27371,148.5,19500,27585,545,4075.0,9425.0,30875,11575.0,28832,417
2021-04-05 00:00:00,53500,393,28804,27524,28998,167,7150.0,201.5,400,390,510,442,27728,155.5,21850,27967,545,4550.0,10375.0,37600,12825.0,29311,428
2021-04-12 00:00:00,54500,398,28948,27737,28730,171,7150.0,205.5,407,392,520,455,27676,159.5,21850,27727,550,4550.0,10375.0,37600,12825.0,29418,431
2021-04-19 00:00:00,58500,395,28798,27700,28318,175,7150.0,210.0,405,388,540,460,27420,158.5,21850,27434,550,4550.0,10375.0,37600,12825.0,29405,428
2021-04-26 00:00:00,60500,395,28571,27709,27879,185,7150.0,219.0,407,388,540,456,27481,160.0,21850,26981,565,4550.0,10375.0,37600,12825.0,29309,425
2021-05-03 00:00:00,62500,405,28138,27722,27484,191,7150.0,228.0,415,400,560,466,27325,166.0,21850,26450,580,4550.0,10375.0,37600,12825.0,29031,438
2021-05-10 00:00:00,63500,437,27905,27700,27155,197,7150.0,233.0,445,432,590,471,27092,172.0,22250,26104,600,4675.0,10050.0,37600,14025.0,28821,470
2021-05-17 00:00:00,67000,471,27865,27883,27257,225,7150.0,256.0,480,467,630,525,27165,200.0,22250,26160,660,4675.0,10050.0,37600,14025.0,29010,503
2021-05-24 00:00:00,71900,473,28524,28571,27865,213,7150.0,244.0,482,470,630,535,27588,188.0,22250,26709,640,4675.0,10050.0,37600,14025.0,29303,507
2021-05-31 00:00:00,71900,475,29326,28883,28807,189,7150.0,224.0,483,475,630,518,28134,164.0,22250,27659,640,4675.0,10050.0,37600,14025.0,29809,510
2021-06-07 00:00:00,72500,468,29672,28805,29278,207,7150.0,241.0,478,468,620,508,28352,182.0,24750,28162,635,5390.0,12000.0,38350,16750.0,30160,503
2021-06-14 00:00:00,74000,469,29561,28242,29330,213,7150.0,246.0,475,469,630,515,28373,187.0,24750,28260,635,5390.0,12000.0,38350,16750.0,30148,504
2021-06-21 00:00:00,74000,463,29375,27722,29190,219,7150.0,253.0,461,465,630,515,28202,192.0,24750,28003,640,5390.0,12000.0,38350,16750.0,30128,500
2021-06-28 00:00:00,74000,457,29065,26673,28969,214,7150.0,250.0,459,462,615,513,27807,187.0,24750,27679,605,5390.0,12000.0,38350,16750.0,30111,497
2021-07-05 00:00:00,74000,456,27776,25813,27889,218,10500.0,259.0,459,460,615,518,26924,191.0,28500,26892,600,5475.0,12090.0,42500,16450.0,29662,498
2021-07-12 00:00:00,73500,453,26909,25816,27063,220,10500.0,260.0,457,458,615,518,26257,193.0,28500,25966,585,5475.0,12090.0,42500,16450.0,28463,496
2021-07-19 00:00:00,72500,441,26080,25855,25804,220,10500.0,255.0,448,448,615,508,25358,193.0,28500,24734,605,5475.0,12090.0,42500,16450.0,27589,486
2021-07-26 00:00:00,71500,437,26272,24580,26161,209,10500.0,241.0,445,440,605,508,24725,182.0,28500,24714,608,5475.0,12090.0,42500,16450.0,26726,480
2021-08-02 00:00:00,69500,430,26890,23645,26351,196,10500.0,222.0,439,427,570,503,24886,169.0,28500,25089,590,5475.0,12090.0,42500,16450.0,26656,472
2021-08-09 00:00:00,66000,424,27101,24491,26706,178,10500.0,199.0,424,417,550,500,25215,151.0,28500,25589,565,5750.0,12715.0,42500,17750.0,26812,464
2021-08-16 00:00:00,65000,415,27849,24489,27356,163,10500.0,181.0,421,410,540,495,25672,137.0,28500,26472,540,5750.0,12715.0,42500,17750.0,26824,457
2021-08-23 00:00:00,63500,410,27941,24136,27394,149,10500.0,167.0,415,400,500,500,26077,123.0,28500,26514,500,5750.0,12715.0,42500,17750.0,26890,452
2021-08-30 00:00:00,62000,406,28185,24175,27420,149,10500.0,163.0,413,396,485,500,25998,123.0,28500,26654,500,5750.0,12715.0,42500,17750.0,26960,448
2021-09-06 00:00:00,59000,405,28241,24250,27418,148,10500.0,160.0,413,394,480,483,25879,122.0,28500,26541,505,4675.0,10365.0,40000,15600.0,27339,446
2021-09-13 00:00:00,56500,401,28233,24106,27219,132,10500.0,146.0,409,390,480,483,25793,106.0,28500,26413,470,4675.0,10365.0,40000,15600.0,27259,443
2021-09-20 00:00:00,55000,392,27854,24607,26724,113,10500.0,136.0,405,386,480,498,25523,88.0,28500,26108,475,4675.0,10365.0,40000,15600.0,26988,439
2021-09-27 00:00:00,54000,388,27166,24138,26251,103,10500.0,135.0,401,386,470,500,25059,78.0,28500,25488,498,4675.0,10365.0,40000,15600.0,26703,438
2021-10-04 00:00:00,56800,385,26784,23908,25750,116,10500.0,152.0,398,386,470,500,24722,91.0,28500,25050,478,4675.0,10365.0,40000,15600.0,26496,435
2021-10-11 00:00:00,59000,397,26523,24028,25604,119,19000.0,158.0,410,402,485,508,24681,94.0,40500,24896,500,3585.0,7650.0,38500,13300.0,26474,449
2021-10-18 00:00:00,64000,427,26086,24275,25157,128,19000.0,180.0,436,432,500,528,24534,114.5,40500,24515,515,3585.0,7650.0,38500,13300.0,26537,480
2021-10-25 00:00:00,73000,448,26593,24629,25936,122,19000.0,179.0,450,451,510,544,25363,109.5,40500,25359,540,3585.0,7650.0,38500,13300.0,27467,500
2021-11-01 00:00:00,77000,446,27708,24737,27341,116,19000.0,177.0,450,450,515,550,26648,103.5,40500,26592,545,3585.0,7650.0,38500,13300.0,28334,501
2021-11-08 00:00:00,79000,441,28831,24893,28389,98,19000.0,161.0,453,446,510,541,27498,85.5,42500,27446,530,3140.0,6125.0,39250,10550.0,28778,497
2021-11-15 00:00:00,78000,445,29339,25638,28841,92,19000.0,154.0,456,446,510,528,28006,82.5,42500,28100,545,3140.0,6125.0,39250,10550.0,29351,499
2021-11-22 00:00:00,72500,443,30104,25790,29662,90,19000.0,148.0,458,444,515,528,28584,80.5,42500,29015,540,3140.0,6125.0,39250,10550.0,30195,498
2021-11-29 00:00:00,64000,438,30914,26133,30376,99,19000.0,146.0,453,438,510,530,29414,89.5,42500,29906,520,3140.0,6125.0,39250,10550.0,30842,492
2021-12-06 00:00:00,61500,430,31202,26178,30713,100,17000.0,143.0,445,428,510,530,29724,89.5,42500,30184,525,2665.0,5525.0,39250,8950.0,31083,484
2021-12-13 00:00:00,60500,417,30750,26031,30050,105,17000.0,152.0,431,415,510,528,28958,94.5,42500,29578,515,2665.0,5525.0,39250,8950.0,30275,471
2021-12-20 00:00:00,61500,414,29870,25299,29447,112,17000.0,159.0,425,410,505,520,28299,101.5,42500,28862,510,2665.0,5525.0,39250,8950.0,29555,467
2021-12-27 00:00:00,62500,416,29631,24741,28941,124,17000.0,173.0,422,413,505,512,27848,0.0,42500,28419,510,2665.0,5525.0,39250,8950.0,29024,461
2022-01-03 00:00:00,63500,418,29121,24326,28566,118,17000.0,168.5,424,415,505,500,27215,107.0,42500,27969,510,2665.0,5525.0,39250,8950.0,28407,463
2022-01-10 00:00:00,63500,419,28826,24255,28615,125,17000.0,170.5,425,416,495,500,26977,114.5,42500,27830,500,2825.0,6575.0,39000,9900.0,28802,465
2022-01-17 00:00:00,63700,430,29086,25878,28751,128,17000.0,176.5,440,425,500,510,27257,117.5,42500,27934,515,2825.0,6575.0,39000,9900.0,28622,471
2022-01-24 00:00:00,62500,430,28955,25949,28321,131,17000.0,183.5,435,425,510,518,27140,120.5,42500,27651,520,2825.0,6575.0,39000,9900.0,28389,470
2022-01-31 00:00:00,62900,429,29396,25683,28816,139,17000.0,190.5,438,425,510,530,27624,128.5,42500,27972,530,2825.0,6575.0,39000,9900.0,28807,470
2022-02-07 00:00:00,65000,450,30752,26372,30282,145,18750.0,197.5,462,445,535,535,28859,134.5,42500,29440,555,3365.0,8135.0,40500,11845.0,30078,490
2022-02-14 00:00:00,65500,464,32114,27970,31346,150,18750.0,200.5,474,458,545,555,29977,144.5,42500,30598,570,3365.0,8135.0,40500,11845.0,31458,503
2022-02-21 00:00:00,69000,466,32898,28335,32085,138,18750.0,187.5,477,460,560,560,30930,132.5,42500,31407,585,3365.0,8135.0,40500,11845.0,32417,506
2022-02-28 00:00:00,78000,469,33913,28968,33041,137,18750.0,185.5,477,460,610,568,31875,131.5,42500,32437,585,3365.0,8135.0,40500,11845.0,33208,509
2022-03-07 00:00:00,77000,524,35186,31048,34263,147,18750.0,197.5,534,497,710,575,32402,144.5,42500,32619,680,4375.0,9660.0,39500,13800.0,34466,567
2022-03-14 00:00:00,74000,604,32835,31137,32912,159,18750.0,214.0,610,578,860,598,31181,156.0,42500,30755,761,4375.0,9660.0,39500,13800.0,33349,648
2022-03-21 00:00:00,67000,614,29971,27892,29736,145,18750.0,201.0,619,588,960,640,28228,142.0,42500,28469,761,4375.0,9660.0,39500,13800.0,30238,658
2022-03-28 00:00:00,69500,610,27675,27476,27559,147,18750.0,200.0,612,587,960,658,26485,144.0,42500,26492,780,4375.0,9660.0,39500,13800.0,28568,657
2022-04-04 00:00:00,69500,605,26916,26778,26627,156,18750.0,205.0,610,584,960,650,25185,153.0,42500,25648,768,4375.0,9660.0,39500,13800.0,27411,654
2022-04-11 00:00:00,67500,603,26208,25966,25989,158,18000.0,203.0,611,583,960,637,24659,155.0,40500,24910,681,3700.0,6950.0,46000,11050.0,27074,653
2022-04-18 00:00:00,64000,595,26943,26986,26719,152,18000.0,197.5,604,575,940,622,25352,150.0,40500,25607,680,3700.0,6950.0,46000,11050.0,27984,645
2022-04-25 00:00:00,61500,566,29731,28925,28891,151,18000.0,194.5,577,547,930,610,28254,129.5,40500,28030,650,3700.0,6950.0,46000,11050.0,30202,617
2022-05-02 00:00:00,58000,512,31615,29737,30427,140,18000.0,179.5,512,492,910,585,31376,118.5,40500,29767,610,3700.0,6950.0,46000,11050.0,32061,562
2022-05-09 00:00:00,56000,487,32249,29951,31017,143,18000.0,182.5,488,467,850,550,31982,121.5,40500,30523,560,3650.0,7000.0,42000,10900.0,32880,537
2022-05-16 00:00:00,54000,445,31462,28736,30791,130,18000.0,165.5,443,425,850,525,31548,108.5,40500,30082,450,3650.0,7000.0,42000,10900.0,32910,495
2022-05-23 00:00:00,50000,417,29099,26720,28480,131,18000.0,166.5,418,415,770,510,29528,109.5,40500,27356,468,3650.0,7000.0,42000,10900.0,30626,469
2022-05-30 00:00:00,46000,412,23603,23317,21615,133,18000.0,169.5,415,411,700,500,23798,111.5,40500,21574,447,3650.0,7000.0,42000,10900.0,25964,461
2022-06-06 00:00:00,43500,396,21843,19757,20122,139,9500.0,175.5,391,390,660,497,18829,116.5,25000,19499,430,2825.0,4775.0,33000,6025.0,23137,440
2022-06-13 00:00:00,42000,381,20112,17185,18736,145,9500.0,179.5,381,374,640,490,18445,122.5,25000,17655,463,2825.0,4775.0,33000,6025.0,21258,424
2022-06-20 00:00:00,43000,339,18343,16334,18221,131,9500.0,164.5,340,333,590,453,17335,108.5,25000,16963,400,2825.0,4775.0,33000,6025.0,20827,378
2022-06-27 00:00:00,44000,297,18306,15790,17846,114,9500.0,146.5,309,292,560,403,17107,91.5,25000,16514,365,2825.0,4775.0,33000,6025.0,20230,337
2022-07-04 00:00:00,45000,303,18054,16063,17223,121,9500.0,149.5,311,298,540,378,17134,98.5,25000,16006,360,2825.0,4775.0,33000,6025.0,19477,343
2022-07-11 00:00:00,45500,356,18268,15297,17148,113,7500.0,139.5,366,353,520,383,16544,90.5,18000,15790,390,2025.0,3325.0,29900,4825.0,19166,398
2022-07-18 00:00:00,47000,370,20207,16673,18308,103,7500.0,129.5,371,364,460,395,17103,80.5,18000,16212,410,2025.0,3325.0,29900,4825.0,19955,409
2022-07-25 00:00:00,47500,348,21962,16962,20147,98,7500.0,124.5,349,342,460,390,18040,75.5,18000,17776,410,2025.0,3325.0,29900,4825.0,20489,387
2022-08-01 00:00:00,47500,317,23751,17547,21835,112,7500.0,127.5,319,310,460,380,19731,79.5,18000,19730,400,2025.0,3325.0,29900,4825.0,22020,355
2022-08-08 00:00:00,49000,321,25568,21195,23534,109,6500.0,123.5,325,315,455,370,22180,76.5,14500,21650,390,2000.0,3350.0,23250,4575.0,24183,360
2022-08-15 00:00:00,47500,357,26015,21461,23841,109,6500.0,123.5,362,350,455,385,22858,76.5,14500,22016,390,2000.0,3350.0,23250,4575.0,24832,395
2022-08-22 00:00:00,46500,361,25881,21510,24239,102,6500.0,116.5,366,353,450,395,22884,69.5,14500,22324,380,2000.0,3350.0,23250,4575.0,24946,398
2022-08-29 00:00:00,46000,363,25793,21069,24231,103,6500.0,116.5,370,356,430,420,22530,70.5,14500,22250,368,2000.0,3350.0,23250,4575.0,24924,401
2022-09-05 00:00:00,46000,359,24677,20920,23357,98,6250.0,108.5,368,351,440,440,22383,65.5,14500,21498,370,2025.0,3800.0,23350,5050.0,24665,396
2022-09-12 00:00:00,46000,339,24588,21739,22647,99,6250.0,108.5,342,328,440,415,21766,66.5,14500,21004,360,2025.0,3800.0,23350,5050.0,24300,373
2022-09-19 00:00:00,46000,316,24568,21481,22518,101,6250.0,110.5,322,305,445,390,21340,68.5,14500,20865,355,2025.0,3800.0,23350,5050.0,24178,350
2022-09-26 00:00:00,45500,316,24349,21353,22726,98,6250.0,110.5,322,292,460,385,21207,65.5,14500,20763,355,2025.0,3800.0,23350,5050.0,24155,351
2022-10-03 00:00:00,45500,333,24524,20719,22719,96,6250.0,108.5,338,309,490,395,21294,63.5,14500,20652,365,2025.0,3800.0,23350,5050.0,24239,368
2022-10-10 00:00:00,45000,334,24418,21040,22662,96,6500.0,108.5,340,311,500,405,21285,63.5,14500,20551,395,2600.0,3990.0,22000,5050.0,24246,370
2022-10-17 00:00:00,44000,332,24277,21198,22585,97,6500.0,109.5,336,312,500,405,21123,87.0,14500,20338,395,2600.0,3990.0,22000,5050.0,24176,371
2022-10-24 00:00:00,43000,325,24351,21680,22558,93,6500.0,103.5,328,306,500,405,21143,82.0,14500,20665,395,2600.0,3990.0,22000,5050.0,24203,365
2022-10-31 00:00:00,42000,318,23600,22246,22220,85,6500.0,94.5,323,300,490,405,20740,74.0,14500,20021,379,2600.0,3990.0,22000,5050.0,23860,359
2022-11-07 00:00:00,41500,313,22248,21998,21481,83,6650.0,92.0,320,265,490,394,20630,72.0,15000,18986,370,2600.0,3975.0,22500,5100.0,22976,354
2022-11-14 00:00:00,41000,307,21319,20982,20399,89,6650.0,96.0,313,257,460,378,18825,77.0,15000,18023,345,2600.0,3975.0,22500,5100.0,21898,346
2022-11-21 00:00:00,40000,301,21096,21124,19835,97,6650.0,104.0,306,259,450,368,18403,85.0,15000,17733,335,2600.0,3975.0,22500,5100.0,21532,338
2022-11-28 00:00:00,40000,312,20975,19842,19843,96,6650.0,104.0,313,271,450,350,18069,84.0,15000,17629,361,2600.0,3975.0,22500,5100.0,21227,347
2022-12-05 00:00:00,40500,336,20253,18801,19746,102,7000.0,110.0,340,297,450,350,17981,90.0,15000,17000,350,2600.0,3975.0,21000,5100.0,20770,370
2022-12-12 00:00:00,41700,352,20174,17332,19435,110,7000.0,116.0,354,311,425,366,17668,98.0,15000,16939,355,2600.0,3975.0,21000,5100.0,20444,384
2022-12-19 00:00:00,41700,356,19973,17727,19341,111,7000.0,116.0,358,312,445,405,17384,99.0,15000,16962,355,2600.0,3975.0,21000,5100.0,20072,387
2022-12-26 00:00:00,42500,355,19988,18031,19386,112,7000.0,115.0,356,311,455,400,17035,100.0,15000,16999,359,2600.0,3975.0,21000,5100.0,19730,386
2023-01-02 00:00:00,42700,368,20090,17705,19412,116,7000.0,119.0,367,320,455,402,17009,104.0,15000,17045,370,2600.0,3975.0,21000,5100.0,19743,395
2023-01-09 00:00:00,42700,383,20700,20344,19581,118,7500.0,120.0,387,338,460,402,16537,106.0,14400,17360,377,2600.0,4150.0,22500,5100.0,20566,413
2023-01-16 00:00:00,42700,388,21951,19028,20288,123,7500.0,127.5,395,347,470,425,18012,111.0,14400,18415,405,2600.0,4150.0,22500,5100.0,20764,417
2023-01-23 00:00:00,42800,377,23307,18750,21626,123,7500.0,131.5,385,336,471,440,19384,111.0,14400,19702,400,2600.0,4150.0,22500,5100.0,21449,406
2023-01-30 00:00:00,42800,384,24553,21524,23110,127,7500.0,136.0,393,343,485,435,20519,116.5,14400,21036,400,2600.0,4200.0,22500,5100.0,22424,413
2023-02-06 00:00:00,44500,395,25587,22311,23784,127,7500.0,136.0,404,359,485,435,21336,116.5,17500,21794,410,2950.0,4787.5,24000,5625.0,23780,424
2023-02-13 00:00:00,44500,399,25741,23774,24100,124,7500.0,136.5,409,363,500,446,22626,113.5,17500,22058,415,2950.0,4787.5,24000,5625.0,24807,428
2023-02-20 00:00:00,46000,390,25837,24060,24184,124,7500.0,137.5,400,354,505,443,23297,113.5,17500,22134,423,2950.0,4787.5,24000,5625.0,25635,419
2023-02-27 00:00:00,49200,411,25814,24275,24047,130,7500.0,143.0,422,375,510,443,23404,119.5,17500,22039,423,2950.0,4787.5,24000,5625.0,26010,440
2023-03-06 00:00:00,53700,422,25821,25347,24055,126,7500.0,139.0,430,387,520,448,24078,115.5,18750,22056,430,3125.0,5037.5,25500,6350.0,26555,452
2023-03-13 00:00:00,55500,426,26750,25313,25021,128,7500.0,141.0,434,393,530,453,24550,117.5,18750,23004,452,3125.0,5037.5,25500,6350.0,27052,458
